"bowler","O","M","R","W","Econ","bowling_order","match_id","innings","team","opposition"
"Sandeep Sharma",4,0,32,0,8,2,829753,"first","Kings XI Punjab","Chennai Super Kings"
"Sandeep Sharma",4,0,33,0,8.25,1,829799,"first","Kings XI Punjab","Sunrisers Hyderabad"
"Sandeep Sharma",4,0,35,0,8.75,1,829791,"second","Kings XI Punjab","Kolkata Knight Riders"
"Sandeep Sharma",4,0,41,2,10.25,1,829785,"first","Kings XI Punjab","Royal Challengers Bangalore"
"Sandeep Sharma",4,1,12,1,3,1,829717,"second","Kings XI Punjab","Mumbai Indians"
"Sandeep Sharma",4,1,19,1,4.75,1,829709,"first","Kings XI Punjab","Rajasthan Royals"
"Sandeep Sharma",4,1,25,4,6.25,1,829733,"second","Kings XI Punjab","Kolkata Knight Riders"
"Sandeep Sharma",4,1,35,1,8.75,1,829759,"first","Kings XI Punjab","Sunrisers Hyderabad"
"Shakib Al Hasan",2,0,17,1,8.5,7,829713,"second","Kolkata Knight Riders","Royal Challengers Bangalore"
"Shakib Al Hasan",4,0,22,2,5.5,3,829805,"first","Kolkata Knight Riders","Mumbai Indians"
"Shakib Al Hasan",4,0,36,0,9,4,829811,"first","Kolkata Knight Riders","Rajasthan Royals"
"Shakib Al Hasan",4,0,48,1,12,3,829705,"first","Kolkata Knight Riders","Mumbai Indians"
"Shivam Sharma",3,0,44,1,14.66,5,829741,"first","Kings XI Punjab","Rajasthan Royals"
"SK Raina",1,0,8,0,8,5,829801,"second","Chennai Super Kings","Delhi Daredevils"
"SK Raina",1,0,8,0,8,6,829809,"first","Chennai Super Kings","Kings XI Punjab"
"SK Raina",3,0,12,0,4,6,829765,"second","Chennai Super Kings","Kolkata Knight Riders"
"SK Raina",3,0,36,1,12,4,829821,"first","Chennai Super Kings","Royal Challengers Bangalore"
"SK Raina",4,0,29,1,7.25,4,829773,"first","Chennai Super Kings","Sunrisers Hyderabad"
"SL Malinga",4,0,17,2,4.25,1,829815,"first","Mumbai Indians","Sunrisers Hyderabad"
"SL Malinga",4,0,23,1,5.75,2,829747,"first","Mumbai Indians","Delhi Daredevils"
"SL Malinga",4,0,23,3,5.75,1,829817,"second","Mumbai Indians","Chennai Super Kings"
"SL Malinga",4,0,25,2,6.25,1,829823,"second","Mumbai Indians","Chennai Super Kings"
"SL Malinga",4,0,27,0,6.75,1,829705,"second","Mumbai Indians","Kolkata Knight Riders"
"SL Malinga",4,0,31,1,7.75,1,829805,"second","Mumbai Indians","Kolkata Knight Riders"
"SL Malinga",4,0,31,2,7.75,2,829775,"second","Mumbai Indians","Kings XI Punjab"
"SL Malinga",4,0,33,2,8.25,1,829783,"first","Mumbai Indians","Delhi Daredevils"
"SL Malinga",4,0,34,1,8.5,2,829769,"second","Mumbai Indians","Rajasthan Royals"
"SL Malinga",4,0,34,2,8.5,3,829717,"first","Mumbai Indians","Kings XI Punjab"
"SL Malinga",4,0,40,1,10,2,829729,"second","Mumbai Indians","Chennai Super Kings"
"SL Malinga",4,0,41,1,10.25,3,829721,"second","Mumbai Indians","Rajasthan Royals"
"SL Malinga",4,1,23,4,5.75,3,829751,"second","Mumbai Indians","Sunrisers Hyderabad"
"SL Malinga",4,1,27,1,6.75,2,829795,"first","Mumbai Indians","Royal Challengers Bangalore"
"SL Malinga",4,1,35,1,8.75,2,829737,"second","Mumbai Indians","Royal Challengers Bangalore"
"SN Thakur",3,0,38,1,12.66,2,829767,"second","Kings XI Punjab","Delhi Daredevils"
"SP Narine",4,0,17,1,4.25,4,829733,"first","Kolkata Knight Riders","Kings XI Punjab"
"SP Narine",4,0,19,4,4.75,3,829791,"first","Kolkata Knight Riders","Kings XI Punjab"
"SP Narine",4,0,26,0,6.5,2,829713,"second","Kolkata Knight Riders","Royal Challengers Bangalore"
"SP Narine",4,0,28,0,7,4,829705,"first","Kolkata Knight Riders","Mumbai Indians"
"SP Narine",4,0,30,0,7.5,3,829761,"second","Kolkata Knight Riders","Delhi Daredevils"
"SP Narine",4,0,38,0,9.5,3,829743,"first","Kolkata Knight Riders","Sunrisers Hyderabad"
"SP Narine",4,0,38,1,9.5,3,829739,"first","Kolkata Knight Riders","Delhi Daredevils"
"SP Narine",4,0,38,1,9.5,5,829805,"first","Kolkata Knight Riders","Mumbai Indians"
"SR Watson",1,0,13,0,13,7,829741,"second","Rajasthan Royals","Kings XI Punjab"
"SR Watson",2,0,19,0,9.5,2,829797,"first","Rajasthan Royals","Chennai Super Kings"
"SR Watson",2,0,20,0,10,7,829735,"first","Rajasthan Royals","Chennai Super Kings"
"SR Watson",3,0,23,1,7.66,3,829749,"second","Rajasthan Royals","Royal Challengers Bangalore"
"SR Watson",3,0,36,0,12,4,829769,"first","Rajasthan Royals","Mumbai Indians"
"SR Watson",3,0,36,2,12,4,829787,"first","Rajasthan Royals","Sunrisers Hyderabad"
"SR Watson",4,0,32,0,8,4,829819,"first","Rajasthan Royals","Royal Challengers Bangalore"
"SR Watson",4,0,38,2,9.5,5,829811,"second","Rajasthan Royals","Kolkata Knight Riders"
"SR Watson",4,1,25,1,6.25,4,829777,"second","Rajasthan Royals","Delhi Daredevils"
"STR Binny",1,0,1,0,1,6,829819,"first","Rajasthan Royals","Royal Challengers Bangalore"
"STR Binny",1,0,5,0,5,6,829735,"first","Rajasthan Royals","Chennai Super Kings"
"STR Binny",1,0,10,0,10,6,829811,"second","Rajasthan Royals","Kolkata Knight Riders"
"STR Binny",2,0,8,1,4,4,829721,"first","Rajasthan Royals","Mumbai Indians"
"STR Binny",2,0,12,0,6,6,829727,"first","Rajasthan Royals","Sunrisers Hyderabad"
"STR Binny",2,0,13,0,6.5,2,829741,"second","Rajasthan Royals","Kings XI Punjab"
"STR Binny",2,0,15,0,7.5,6,829709,"second","Rajasthan Royals","Kings XI Punjab"
"STR Binny",2,0,17,0,8.5,5,829769,"first","Rajasthan Royals","Mumbai Indians"
"STR Binny",2,0,27,2,13.5,3,829777,"second","Rajasthan Royals","Delhi Daredevils"
"TA Boult",4,0,19,3,4.75,1,829759,"second","Sunrisers Hyderabad","Kings XI Punjab"
"TA Boult",4,0,27,0,6.75,1,829751,"first","Sunrisers Hyderabad","Mumbai Indians"
"TA Boult",4,0,31,1,7.75,2,829727,"second","Sunrisers Hyderabad","Rajasthan Royals"
"TA Boult",4,0,34,1,8.5,2,829711,"first","Sunrisers Hyderabad","Chennai Super Kings"
"TA Boult",4,0,36,3,9,1,829719,"first","Sunrisers Hyderabad","Royal Challengers Bangalore"
"TA Boult",4,0,44,0,11,1,829773,"second","Sunrisers Hyderabad","Chennai Super Kings"
"TA Boult",4,0,45,1,11.25,2,829799,"second","Sunrisers Hyderabad","Kings XI Punjab"
"TG Southee",4,0,30,0,7.5,1,829727,"first","Rajasthan Royals","Sunrisers Hyderabad"
"TG Southee",4,0,36,0,9,1,829715,"first","Rajasthan Royals","Delhi Daredevils"
"TG Southee",4,0,36,1,9,1,829769,"first","Rajasthan Royals","Mumbai Indians"
"TG Southee",4,0,36,2,9,1,829709,"second","Rajasthan Royals","Kings XI Punjab"
"TG Southee",4,0,46,1,11.5,1,829721,"first","Rajasthan Royals","Mumbai Indians"
"TG Southee",4,1,31,0,7.75,1,829777,"second","Rajasthan Royals","Delhi Daredevils"
"UT Yadav",2,0,16,1,8,2,829723,"first","Kolkata Knight Riders","Chennai Super Kings"
"UT Yadav",2,0,31,0,15.5,2,829771,"second","Kolkata Knight Riders","Royal Challengers Bangalore"
"UT Yadav",3,0,36,0,12,1,829705,"first","Kolkata Knight Riders","Mumbai Indians"
"UT Yadav",3,0,37,0,12.33,1,829805,"first","Kolkata Knight Riders","Mumbai Indians"
"UT Yadav",4,0,18,2,4.5,1,829739,"first","Kolkata Knight Riders","Delhi Daredevils"
"UT Yadav",4,0,29,0,7.25,1,829761,"second","Kolkata Knight Riders","Delhi Daredevils"
"UT Yadav",4,0,33,3,8.25,1,829733,"first","Kolkata Knight Riders","Kings XI Punjab"
"UT Yadav",4,0,34,2,8.5,1,829781,"second","Kolkata Knight Riders","Sunrisers Hyderabad"
"UT Yadav",4,0,36,0,9,1,829791,"first","Kolkata Knight Riders","Kings XI Punjab"
"UT Yadav",4,0,36,0,9,2,829765,"first","Kolkata Knight Riders","Chennai Super Kings"
"UT Yadav",4,0,36,1,9,3,829811,"first","Kolkata Knight Riders","Rajasthan Royals"
"UT Yadav",4,0,40,1,10,5,829743,"first","Kolkata Knight Riders","Sunrisers Hyderabad"
"V Kohli",0.5,0,4,0,4.8,6,829749,"first","Royal Challengers Bangalore","Rajasthan Royals"
"V Kohli",1,0,6,0,6,6,829779,"first","Royal Challengers Bangalore","Chennai Super Kings"
"VR Aaron",2,0,29,0,14.5,2,829771,"first","Royal Challengers Bangalore","Kolkata Knight Riders"
"VR Aaron",3.2,0,36,0,10.8,3,829719,"second","Royal Challengers Bangalore","Sunrisers Hyderabad"
"VR Aaron",4,0,24,2,6,2,829757,"first","Royal Challengers Bangalore","Delhi Daredevils"
"VR Aaron",4,0,38,1,9.5,3,829713,"first","Royal Challengers Bangalore","Kolkata Knight Riders"
"VR Aaron",4,0,50,0,12.5,2,829737,"first","Royal Challengers Bangalore","Mumbai Indians"
"YK Pathan",1,0,9,0,9,6,829739,"first","Kolkata Knight Riders","Delhi Daredevils"
"YK Pathan",1,0,19,0,19,5,829781,"second","Kolkata Knight Riders","Sunrisers Hyderabad"
"YK Pathan",2,0,11,0,5.5,5,829723,"first","Kolkata Knight Riders","Chennai Super Kings"
"YK Pathan",2,0,18,0,9,4,829743,"first","Kolkata Knight Riders","Sunrisers Hyderabad"
"YK Pathan",4,0,40,2,10,5,829713,"second","Kolkata Knight Riders","Royal Challengers Bangalore"
"YS Chahal",2,0,22,1,11,5,829771,"first","Royal Challengers Bangalore","Kolkata Knight Riders"
"YS Chahal",2,0,25,2,12.5,5,829803,"first","Royal Challengers Bangalore","Kings XI Punjab"
"YS Chahal",2,0,34,0,17,5,829807,"first","Royal Challengers Bangalore","Sunrisers Hyderabad"
"YS Chahal",2.4,0,24,1,9,4,829785,"second","Royal Challengers Bangalore","Kings XI Punjab"
"YS Chahal",3.1,0,25,2,7.89,4,829749,"first","Royal Challengers Bangalore","Rajasthan Royals"
"YS Chahal",4,0,20,2,5,5,829819,"second","Royal Challengers Bangalore","Rajasthan Royals"
"YS Chahal",4,0,28,1,7,6,829713,"first","Royal Challengers Bangalore","Kolkata Knight Riders"
"YS Chahal",4,0,28,2,7,5,829737,"first","Royal Challengers Bangalore","Mumbai Indians"
"YS Chahal",4,0,28,2,7,5,829821,"second","Royal Challengers Bangalore","Chennai Super Kings"
"YS Chahal",4,0,28,2,7,6,829719,"second","Royal Challengers Bangalore","Sunrisers Hyderabad"
"YS Chahal",4,0,36,1,9,2,829779,"first","Royal Challengers Bangalore","Chennai Super Kings"
"YS Chahal",4,0,40,3,10,2,829745,"first","Royal Challengers Bangalore","Chennai Super Kings"
"YS Chahal",4,0,51,2,12.75,5,829795,"second","Royal Challengers Bangalore","Mumbai Indians"
"Yuvraj Singh",1,0,5,0,5,4,829783,"second","Delhi Daredevils","Mumbai Indians"
"Yuvraj Singh",1,0,9,0,9,6,829725,"first","Delhi Daredevils","Kings XI Punjab"
"Yuvraj Singh",1,0,10,0,10,7,829731,"second","Delhi Daredevils","Sunrisers Hyderabad"
"Yuvraj Singh",1,0,11,0,11,6,829715,"second","Delhi Daredevils","Rajasthan Royals"
"Yuvraj Singh",2,0,14,1,7,7,829761,"first","Delhi Daredevils","Kolkata Knight Riders"
"Yuvraj Singh",3,0,23,0,7.66,6,829801,"first","Delhi Daredevils","Chennai Super Kings"
"Z Khan",4,0,17,2,4.25,1,829767,"first","Delhi Daredevils","Kings XI Punjab"
"Z Khan",4,0,31,0,7.75,1,829777,"first","Delhi Daredevils","Rajasthan Royals"
"Z Khan",4,0,32,1,8,1,829783,"second","Delhi Daredevils","Mumbai Indians"
"Z Khan",4,0,33,1,8.25,2,829793,"first","Delhi Daredevils","Sunrisers Hyderabad"
"Z Khan",4,0,34,1,8.5,1,829761,"first","Delhi Daredevils","Kolkata Knight Riders"
"Z Khan",4,1,9,2,2.25,2,829801,"first","Delhi Daredevils","Chennai Super Kings"
